particle_id,time_s,x_um,y_um
11,0.0,532.2947454844006,715.4228243021346
11,0.5,521.7965949820789,698.0385304659499
11,1.0,532.9268826619965,682.4452714535902
11,1.5,533.1406810035842,682.5448028673834
11,2.0,528.610632183908,661.2686781609194
11,2.5,533.6451612903226,634.7123655913979
11,3.0,502.74948559670776,635.542695473251
11,3.5,481.7414366053169,609.7379856850715
11,4.0,472.2040169133192,589.7815362931642
11,4.5,447.5138888888889,584.9819444444445
11,5.0,434.64375901875894,564.5147907647907
11,5.5,433.4878277153558,566.6401373283396
14,0.0,869.5667613636364,602.0123106060605
14,0.5,878.7566348195328,597.2067409766454
14,1.0,884.3778538812785,608.060312024353
14,1.5,874.9505440158259,615.2670623145401
14,2.0,883.3444849959448,615.0030413625304
14,2.5,887.3309178743962,636.0990338164252
14,3.0,875.3536324786324,642.5010683760684
14,3.5,886.2650421179301,659.9759326113116
14,4.0,878.300040355125,673.8529055690072
14,4.5,881.8095501474926,654.3473451327434
14,5.0,892.6164079822616,652.3558758314856
14,5.5,875.4882693479584,634.8415600243753
14,6.0,894.3080357142857,642.6421130952381
14,6.5,885.1957295373666,612.8113879003558
14,7.0,900.2126377410468,601.6373966942149
14,7.5,889.4415399239545,580.5560836501901
14,8.0,902.7136752136753,574.4971509971509
14,8.5,894.5875350140055,547.0294117647059
14,9.0,905.0166297117516,537.5073909830007
14,9.5,913.626572327044,558.5935534591194
14,10.0,922.2496673320027,540.4141716566867
14,10.5,931.7458333333333,546.1326388888889
14,11.0,920.9458200212991,536.3079073482428
14,11.5,897.1546546546546,534.0975975975975
14,12.0,875.6509678942398,522.5885269121814
14,12.5,881.1117919389977,528.2359749455337
16,0.0,1165.536303630363,528.0651815181518
16,0.5,1164.6888354700855,482.02657585470087
16,1.0,1135.6682664339733,497.65125072716694
16,1.5,1161.681962799804,472.2460841899168
16,2.0,1185.5709876543208,464.45012995451583
16,2.5,1224.5012626262626,457.0384399551066
16,3.0,1243.1463456284152,442.98155737704917
16,3.5,1268.3157630522087,405.4367469879518
16,4.0,1297.3034037558684,395.3726525821596
16,4.5,1287.667445482866,386.1721183800623
16,5.0,1312.4698067632849,341.50664251207724
18,0.0,1075.9970515207945,475.0892302917442
18,0.5,1091.396894548704,483.45565236818584
18,1.0,1117.3765432098764,473.71527777777777
18,1.5,1109.9524087024085,489.65811965811963
18,2.0,1088.400848765432,480.5915637860082
18,2.5,1069.3120351588911,491.7224475997295
18,3.0,1058.1074456809752,500.0211976682565
18,3.5,1066.7888471177944,511.1789891395154
18,4.0,1090.495337995338,520.3894716394716
18,4.5,1088.721264367816,546.7504789272031
21,0.0,637.9588513913558,354.93561278863234
21,0.5,611.0346108140225,352.03060011883537
21,1.0,583.4153713298791,360.1370898100173
21,1.5,565.604222821204,334.0420035938904
21,2.0,559.9018987341772,342.18881856540077
21,2.5,548.234960857025,323.35135970333744
21,3.0,542.167381974249,327.2836194563662
21,3.5,520.9892857142858,316.65476190476187
21,4.0,521.0910724156993,306.3287728026534
21,4.5,501.1666666666667,316.4393939393939
21,5.0,499.08333333333326,309.8863636363636
21,5.5,499.8451053283767,284.10161090458485
22,0.0,886.0618279569892,312.86866359447004
22,0.5,890.8333333333333,334.10546139359695
22,1.0,891.9242424242424,364.4469696969697
22,1.5,884.6822541966426,394.0377697841727
22,2.0,867.5035310734462,417.87429378531067
22,2.5,841.4601769911505,433.0272861356932
22,3.0,810.0138888888888,435.4965277777777
22,3.5,778.8483796296296,427.54629629629625
22,4.0,754.6514161220043,408.8425925925925
22,4.5,737.0230263157895,381.9627192982456
22,5.0,732.0909785932722,347.9090214067278
22,5.5,742.0439189189188,327.2578828828829
22,6.0,771.7892156862745,316.531862745098
22,6.5,801.9658119658119,311.92040598290595
22,7.0,827.390873015873,314.3328373015873
22,7.5,859.375,311.37760416666663
22,8.0,885.6920498084291,297.8113026819923
