particle_id,time_s,x_um,y_um
6,0.0,312.9734042553191,1193.3770685579195
6,0.5,280.3215408805031,1201.822327044025
6,1.0,238.93972142170986,1194.2026897214216
6,1.5,206.78756476683935,1194.7761945883706
6,2.0,164.4026429341963,1191.620145631068
6,2.5,134.40845257021726,1188.9507154213036
6,3.0,89.65032910202162,1194.9094969440525
6,3.5,62.33527131782945,1189.897137745975
6,4.0,21.510624169986716,1202.906706507304
6,4.5,8.577586206896552,1194.0868454661559
8,0.0,1328.981648616125,1185.7701564380263
8,0.5,1336.4438596491227,1163.9798245614033
8,1.0,1315.0499474237643,1162.5893796004204
8,1.5,1313.191425120773,1153.7349033816424
8,2.0,1292.925925925926,1158.1430041152262
8,2.5,1310.8607681755827,1154.0209190672153
8,3.0,1289.8128019323672,1153.3675523349436
8,3.5,1293.0026990553304,1175.3643724696356
8,4.0,1265.3059360730592,1188.695205479452
8,4.5,1267.269463340892,1183.5789871504155
8,5.0,1244.205,1193.67
8,5.5,1245.8401162790697,1177.6763565891472
8,6.0,1239.0675403225807,1206.5675403225807
8,6.5,1225.1459703947369,1205.7881030701753
8,7.0,1232.374255952381,1221.204613095238
8,7.5,1227.5454545454545,1206.8530303030302
8,8.0,1237.2859327217125,1212.8402140672783
8,8.5,1224.7402159244264,1200.4453441295548
8,9.0,1248.357100415924,1205.3297682709447
8,9.5,1233.5416666666665,1216.2853107344633
8,10.0,1237.8360215053763,1216.7298387096773
8,10.5,1242.372685185185,1211.2152777777778
8,11.0,1222.9435261707988,1199.051652892562
8,11.5,1226.1385714285714,1203.8090476190475
8,12.0,1212.7992776057793,1187.9282765737873
8,12.5,1225.741260923845,1186.182116104869
8,13.0,1196.7458100558658,1186.2872439478585
8,13.5,1213.907627865961,1190.9611992945324
8,14.0,1226.691552901024,1222.3293515358362
8,14.5,1256.598520249221,1226.241238317757
8,15.0,1283.7880952380954,1224.0809523809523
8,15.5,1277.8557154276577,1225.8113509192644
8,16.0,1271.2953995157384,1210.0343018563358
8,16.5,1277.9822222222222,1189.4055555555556
8,17.0,1274.2491883116882,1173.080357142857
8,17.5,1266.652973395931,1177.0031298904537
9,0.0,2034.7299382716049,1169.9228395061727
9,0.5,2044.3910256410254,1174.3103804797352
9,1.0,2033.765514184397,1168.2867907801417
9,1.5,2029.36191626409,1171.6062801932367
9,2.0,2034.352422003284,1175.8148604269293
9,2.5,2033.5244648318042,1171.70998980632
9,3.0,2030.860177404295,1170.4166666666667
9,3.5,2038.9399509803923,1174.8202614379084
9,4.0,2039.3331005586592,1180.4888268156426
9,4.5,2040.9854351032448,1170.734697640118
9,5.0,2043.589108910891,1175.0797579757975
9,5.5,2055.9676932367147,1173.5190217391305
9,6.0,2051.8694933920706,1166.4638399412627
9,6.5,2052.784237726098,1175.1173557278207
9,7.0,2051.884920634921,1163.835152116402
9,7.5,2041.2698412698412,1172.5396825396824
9,8.0,2041.230709876543,1171.8595679012344
9,8.5,2047.5340136054422,1150.3988868274582
9,9.0,2054.1604127579735,1144.939024390244
9,9.5,2052.1902901785716,1126.7606026785713
9,10.0,2047.2974537037035,1120.2708333333335
9,10.5,2038.6543261231282,1091.778286189684
9,11.0,2023.483231707317,1095.0914634146343
16,0.0,1360.8094751192912,1023.1365030674847
16,0.5,1367.7123730378576,1009.310941828255
16,1.0,1380.7605363984671,1013.596743295019
16,1.5,1374.384498480243,1017.3733535967576
16,2.0,1383.7154576856647,1008.8838514680483
16,2.5,1392.4071233810496,1024.7350034083163
16,3.0,1388.324074074074,1019.5108024691358
16,3.5,1407.5909475465312,1018.4306260575295
16,4.0,1393.0914387031407,1017.7216312056737
16,4.5,1413.5482885085573,1015.2648736756315
16,5.0,1402.3222693032014,1017.5247175141243
16,5.5,1419.7363465160074,1012.4152542372882
16,6.0,1424.8666666666666,1020.3756410256409
16,6.5,1419.957561728395,1014.3672839506173
16,7.0,1440.9212328767123,1018.5228310502282
16,7.5,1445.0184365781708,1044.4929941002947
16,8.0,1455.13326585695,1042.0715249662617
16,8.5,1474.089761248852,1056.0514233241506
16,9.0,1470.5729166666665,1055.3363095238094
16,9.5,1493.417755991285,1050.7325708061003
16,10.0,1489.4772727272725,1062.935064935065
16,10.5,1494.4195331695332,1057.2420147420148
16,11.0,1508.0290426152947,1050.351722124927
16,11.5,1490.1664827078732,1055.6705298013244
16,12.0,1507.941919191919,1065.6800144300144
16,12.5,1505.1381636205394,1073.8500870322018
16,13.0,1508.3932552954293,1069.8717948717947
16,13.5,1517.4471070811742,1070.103626943005
16,14.0,1520.8189655172414,1079.8116219667943
16,14.5,1523.3705571565802,1085.8705571565802
16,15.0,1529.8895027624308,1081.46408839779
16,15.5,1532.475272007913,1086.4638971315528
16,16.0,1533.3430483592401,1093.5470639032815
16,16.5,1532.7466299019604,1089.7640931372548
16,17.0,1532.3595636025996,1087.0473537604457
16,17.5,1542.1712328767123,1081.343607305936
16,18.0,1549.891160949868,1085.4111697449428
16,18.5,1543.3416666666667,1093.5694444444446
16,19.0,1534.6213167587475,1082.4217311233886
16,19.5,1546.4910813823853,1048.6176142697882
16,20.0,1548.0671902268762,1052.4334642233857
16,20.5,1545.2954331450092,1048.2391713747645
16,21.0,1544.7025495750709,1053.9695467422096
16,21.5,1545.7814253647587,1046.4478114478115
16,22.0,1544.865506329114,1049.787710970464
16,22.5,1550.4828660436137,1044.291277258567
16,23.0,1544.403714565005,1046.9073802541543
20,0.0,732.1909799554566,970.478841870824
20,0.5,717.4946717817561,957.1739130434783
20,1.0,735.8251633986929,953.6220043572985
20,1.5,743.3473154362416,943.1627516778524
20,2.0,740.2095238095238,953.7797619047619
20,2.5,748.7476459510357,934.2125706214689
20,3.0,760.6694515852612,926.9655098543273
20,3.5,781.3498142989786,937.6810584958217
20,4.0,787.1922348484849,944.755366161616
20,4.5,785.34375,966.4348958333333
20,5.0,772.8061450044208,964.1843501326259
20,5.5,765.0548696844993,981.1093964334705
20,6.0,760.0456621004565,966.8407534246575
20,6.5,783.3541666666666,962.3075980392157
20,7.0,789.301724137931,952.3591954022987
20,7.5,814.671568627451,956.704248366013
20,8.0,812.926997245179,956.3705234159778
39,0.0,1640.6037924151697,587.8992015968063
39,0.5,1640.530753968254,587.5
39,1.0,1640.4646464646464,587.530303030303
39,1.5,1641.0298742138366,587.7279874213837
39,2.0,1641.1951754385964,587.7878289473684
39,2.5,1640.0681341719076,587.5340670859539
39,3.0,1639.5913978494623,587.1182795698924
39,3.5,1638.6559139784945,585.9509408602149
39,4.0,1638.5803834808257,585.4129793510324
39,4.5,1642.2916666666665,607.6690251572327
39,5.0,1637.6254045307442,606.6666666666666
39,5.5,1633.2491987179487,604.1426282051282
39,6.0,1628.8404088050313,601.4465408805031
39,6.5,1627.371212121212,600.2272727272727
39,7.0,1625.3125,596.9899425287356
39,7.5,1621.9732142857142,590.7053571428571
39,8.0,1622.1778959810874,590.3871158392434
39,8.5,1622.904135338346,588.3803258145363
39,9.0,1623.6479591836735,587.3270975056688
39,9.5,1623.7276286353467,586.817673378076
39,10.0,1623.6241007194244,587.0653477218225
39,10.5,1623.2321428571427,587.4642857142858
39,11.0,1623.2363013698632,586.6552511415524
39,11.5,1623.1330749354004,587.1608527131783
39,12.0,1622.997967479675,587.1341463414634
39,12.5,1623.0910852713178,586.5471576227391
39,13.0,1623.121794871795,586.5641025641025
39,13.5,1622.9479949874687,586.265664160401
39,14.0,1623.0392156862742,586.7371323529412
40,0.0,1663.9470013946998,590.5125523012553
40,0.5,1663.548657718121,593.1823266219238
40,1.0,1661.5901360544217,591.9931972789116
40,1.5,1662.1875,591.7774822695035
40,2.0,1662.8277777777776,589.4277777777777
40,2.5,1664.5883233532934,593.5229540918162
40,3.0,1662.406994047619,590.1971726190476
40,3.5,1661.4818548387098,590.3897849462365
40,4.0,1661.1331775700935,590.0038940809968
40,4.5,1660.020325203252,591.260162601626
42,0.0,1358.5309076682315,571.1981611893583
42,0.5,1357.393962075848,569.6506986027944
42,1.0,1351.0859929078013,575.5773492907801
42,1.5,1343.6261843238585,582.995262704565
42,2.0,1340.3028350515465,570.9729381443299
42,2.5,1345.2617252931323,572.1147403685092
42,3.0,1332.4328703703702,574.355324074074
42,3.5,1331.3668866886687,565.0536303630363
42,4.0,1322.1062853107344,565.8439265536723
42,4.5,1320.74533045977,567.0905172413793
42,5.0,1315.357919930374,570.1153176675369
42,5.5,1313.611577181208,575.2181208053692
42,6.0,1319.5981437598734,582.6954976303317
42,6.5,1319.9450757575755,584.4517045454545
42,7.0,1321.2209302325582,582.9471207087486
42,7.5,1321.6339869281046,578.3006535947712
42,8.0,1313.0068407960198,571.3401741293533
42,8.5,1316.482269503546,576.7304964539006
42,9.0,1317.1061827956987,576.0766129032259
42,9.5,1322.1400885935768,562.6190476190476
42,10.0,1318.888888888889,572.4726970560303
42,10.5,1315.5304878048782,582.321138211382
42,11.0,1328.2538968824938,571.6202038369304
42,11.5,1318.9758663366338,552.9063531353135
42,12.0,1315.8268229166665,558.6686197916666
42,12.5,1320.099043715847,575.8674863387978
42,13.0,1320.099043715847,575.8674863387978
42,13.5,1320.0504032258063,575.9543010752689
42,14.0,1320.0504032258063,575.9543010752689
42,14.5,1320.0504032258063,575.9543010752689
42,15.0,1320.099043715847,575.8674863387978
42,15.5,1320.099043715847,575.8674863387978
42,16.0,1320.0504032258063,575.9543010752689
42,16.5,1320.099043715847,575.8674863387978
42,17.0,1320.099043715847,575.8674863387978
42,17.5,1320.099043715847,575.8674863387978
42,18.0,1320.099043715847,575.8674863387978
42,18.5,1320.0504032258063,575.9543010752689
42,19.0,1320.0504032258063,575.9543010752689
42,19.5,1320.0504032258063,575.9543010752689
42,20.0,1320.0504032258063,575.9543010752689
42,20.5,1320.099043715847,575.8674863387978
42,21.0,1320.0504032258063,575.9543010752689
42,21.5,1320.099043715847,575.8674863387978
42,22.0,1320.1215277777778,575.7638888888889
42,22.5,1320.099043715847,575.8674863387978
42,23.0,1320.0504032258063,575.9543010752689
42,23.5,1320.0504032258063,575.9543010752689
42,24.0,1320.099043715847,575.8674863387978
42,24.5,1320.099043715847,575.8674863387978
42,25.0,1320.099043715847,575.8674863387978
42,25.5,1320.099043715847,575.8674863387978
42,26.0,1320.1215277777778,575.7638888888889
42,26.5,1320.0504032258063,575.9543010752689
42,27.0,1320.099043715847,575.8674863387978
42,27.5,1320.0504032258063,575.9543010752689
42,28.0,1320.099043715847,575.8674863387978
42,28.5,1320.099043715847,575.8674863387978
42,29.0,1320.0717213114754,575.8538251366119
42,29.5,1320.0504032258063,575.9543010752689
42,30.0,1320.099043715847,575.8674863387978
42,30.5,1320.099043715847,575.8674863387978
42,31.0,1320.099043715847,575.8674863387978
42,31.5,1320.1790633608814,575.8505509641873
42,32.0,1320.0504032258063,575.9543010752689
42,32.5,1320.0504032258063,575.9543010752689
42,33.0,1320.099043715847,575.8674863387978
42,33.5,1320.099043715847,575.8674863387978
42,34.0,1320.099043715847,575.8674863387978
42,34.5,1320.099043715847,575.8674863387978
42,35.0,1320.099043715847,575.8674863387978
42,35.5,1320.1527777777776,575.8194444444443
42,36.0,1320.099043715847,575.8674863387978
42,36.5,1320.0504032258063,575.9543010752689
42,37.0,1320.099043715847,575.8674863387978
42,37.5,1320.0504032258063,575.9543010752689
42,38.0,1320.099043715847,575.8674863387978
42,38.5,1320.0504032258063,575.9543010752689
42,39.0,1320.0504032258063,575.9543010752689
42,39.5,1320.1527777777776,575.8194444444443
